CAT,NUMCAP,DESC,MEDICO
W34,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W35,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W36,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W37,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W38,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W39,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W40,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W41,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W42,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W43,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W44,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W45,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W46,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W47,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W48,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W49,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W50,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W51,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W52,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W53,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W54,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W55,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W56,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W57,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W58,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W59,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W60,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W61,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W62,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W63,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W64,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W65,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W66,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W67,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W68,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W69,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W70,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W71,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W72,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W73,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W74,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W75,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W76,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W77,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W78,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W79,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W80,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W81,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W82,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W83,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W84,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W85,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W86,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W87,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W88,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W89,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W90,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W91,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W92,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W93,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W94,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W95,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W96,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W97,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W98,20,XX.  Causas externas de morbidade e mortalidade,Clínico
W99,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X00,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X01,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X02,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X03,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X04,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X05,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X06,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X07,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X08,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X09,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X10,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X11,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X12,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X13,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X14,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X15,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X16,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X17,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X18,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X19,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X20,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X21,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X22,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X23,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X24,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X25,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X26,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X27,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X28,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X29,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X30,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X31,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X32,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X33,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X34,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X35,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X36,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X37,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X38,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X39,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X40,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X41,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X42,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X43,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X44,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X45,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X46,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X47,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X48,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X49,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X50,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X51,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X52,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X53,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X54,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X55,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X56,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X57,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X58,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X59,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X60,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X61,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X62,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X63,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X64,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X65,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X66,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X67,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X68,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X69,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X70,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X71,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X72,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X73,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X74,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X75,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X76,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X77,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X78,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X79,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X80,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X81,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X82,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X83,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X84,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X85,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X86,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X87,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X88,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X89,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X90,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X91,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X92,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X93,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X94,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X95,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X96,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X97,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X98,20,XX.  Causas externas de morbidade e mortalidade,Clínico
X99,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y00,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y01,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y02,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y03,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y04,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y05,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y06,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y07,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y08,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y09,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y10,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y11,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y12,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y13,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y14,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y15,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y16,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y17,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y18,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y19,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y20,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y21,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y22,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y23,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y24,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y25,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y26,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y27,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y28,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y29,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y30,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y31,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y32,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y33,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y34,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y35,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y36,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y37,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y38,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y39,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y40,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y41,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y42,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y43,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y44,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y45,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y46,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y47,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y48,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y49,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y50,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y51,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y52,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y53,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y54,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y55,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y56,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y57,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y58,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y59,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y60,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y61,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y62,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y63,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y64,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y65,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y66,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y67,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y68,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y69,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y70,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y71,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y72,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y73,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y74,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y75,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y76,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y77,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y78,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y79,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y80,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y81,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y82,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y83,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y84,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y85,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y86,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y87,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y88,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y89,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y90,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y91,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y92,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y93,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y94,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y95,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y96,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y97,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y98,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Y99,20,XX.  Causas externas de morbidade e mortalidade,Clínico
Z00,21,XXI. Contatos com serviços de saúde,Clínico
Z01,21,XXI. Contatos com serviços de saúde,Clínico
Z02,21,XXI. Contatos com serviços de saúde,Clínico
Z03,21,XXI. Contatos com serviços de saúde,Clínico
Z04,21,XXI. Contatos com serviços de saúde,Clínico
Z05,21,XXI. Contatos com serviços de saúde,Clínico
Z06,21,XXI. Contatos com serviços de saúde,Clínico
Z07,21,XXI. Contatos com serviços de saúde,Clínico
Z08,21,XXI. Contatos com serviços de saúde,Clínico
Z09,21,XXI. Contatos com serviços de saúde,Clínico
Z10,21,XXI. Contatos com serviços de saúde,Clínico
Z11,21,XXI. Contatos com serviços de saúde,Clínico
Z12,21,XXI. Contatos com serviços de saúde,Clínico
Z13,21,XXI. Contatos com serviços de saúde,Clínico
Z14,21,XXI. Contatos com serviços de saúde,Clínico
Z15,21,XXI. Contatos com serviços de saúde,Clínico
Z16,21,XXI. Contatos com serviços de saúde,Clínico
Z17,21,XXI. Contatos com serviços de saúde,Clínico
Z18,21,XXI. Contatos com serviços de saúde,Clínico
Z19,21,XXI. Contatos com serviços de saúde,Clínico
Z20,21,XXI. Contatos com serviços de saúde,Clínico
Z21,21,XXI. Contatos com serviços de saúde,Clínico
Z22,21,XXI. Contatos com serviços de saúde,Clínico
Z23,21,XXI. Contatos com serviços de saúde,Clínico
Z24,21,XXI. Contatos com serviços de saúde,Clínico
Z25,21,XXI. Contatos com serviços de saúde,Clínico
Z26,21,XXI. Contatos com serviços de saúde,Clínico
Z27,21,XXI. Contatos com serviços de saúde,Clínico
Z28,21,XXI. Contatos com serviços de saúde,Clínico
Z29,21,XXI. Contatos com serviços de saúde,Clínico
Z30,21,XXI. Contatos com serviços de saúde,Clínico
Z31,21,XXI. Contatos com serviços de saúde,Clínico
Z32,21,XXI. Contatos com serviços de saúde,Clínico
Z33,21,XXI. Contatos com serviços de saúde,Clínico
Z34,21,XXI. Contatos com serviços de saúde,Clínico
Z35,21,XXI. Contatos com serviços de saúde,Clínico
Z36,21,XXI. Contatos com serviços de saúde,Clínico
Z37,21,XXI. Contatos com serviços de saúde,Clínico
Z38,21,XXI. Contatos com serviços de saúde,Clínico
Z39,21,XXI. Contatos com serviços de saúde,Clínico
Z40,21,XXI. Contatos com serviços de saúde,Clínico
Z41,21,XXI. Contatos com serviços de saúde,Clínico
Z42,21,XXI. Contatos com serviços de saúde,Clínico
Z43,21,XXI. Contatos com serviços de saúde,Clínico
Z44,21,XXI. Contatos com serviços de saúde,Clínico
Z45,21,XXI. Contatos com serviços de saúde,Clínico
Z46,21,XXI. Contatos com serviços de saúde,Clínico
Z47,21,XXI. Contatos com serviços de saúde,Clínico
Z48,21,XXI. Contatos com serviços de saúde,Clínico
Z49,21,XXI. Contatos com serviços de saúde,Clínico
Z50,21,XXI. Contatos com serviços de saúde,Clínico
Z51,21,XXI. Contatos com serviços de saúde,Clínico
Z52,21,XXI. Contatos com serviços de saúde,Clínico
Z53,21,XXI. Contatos com serviços de saúde,Clínico
Z54,21,XXI. Contatos com serviços de saúde,Clínico
Z55,21,XXI. Contatos com serviços de saúde,Clínico
Z56,21,XXI. Contatos com serviços de saúde,Clínico
Z57,21,XXI. Contatos com serviços de saúde,Clínico
Z58,21,XXI. Contatos com serviços de saúde,Clínico
Z59,21,XXI. Contatos com serviços de saúde,Clínico
Z60,21,XXI. Contatos com serviços de saúde,Clínico
Z61,21,XXI. Contatos com serviços de saúde,Clínico
Z62,21,XXI. Contatos com serviços de saúde,Clínico
Z63,21,XXI. Contatos com serviços de saúde,Clínico
Z64,21,XXI. Contatos com serviços de saúde,Clínico
Z65,21,XXI. Contatos com serviços de saúde,Clínico
Z66,21,XXI. Contatos com serviços de saúde,Clínico
Z67,21,XXI. Contatos com serviços de saúde,Clínico
Z68,21,XXI. Contatos com serviços de saúde,Clínico
Z69,21,XXI. Contatos com serviços de saúde,Clínico
Z70,21,XXI. Contatos com serviços de saúde,Clínico
Z71,21,XXI. Contatos com serviços de saúde,Clínico
Z72,21,XXI. Contatos com serviços de saúde,Clínico
Z73,21,XXI. Contatos com serviços de saúde,Clínico
Z74,21,XXI. Contatos com serviços de saúde,Clínico
Z75,21,XXI. Contatos com serviços de saúde,Clínico
Z76,21,XXI. Contatos com serviços de saúde,Clínico
Z77,21,XXI. Contatos com serviços de saúde,Clínico
Z78,21,XXI. Contatos com serviços de saúde,Clínico
Z79,21,XXI. Contatos com serviços de saúde,Clínico
Z80,21,XXI. Contatos com serviços de saúde,Clínico
Z81,21,XXI. Contatos com serviços de saúde,Clínico
Z82,21,XXI. Contatos com serviços de saúde,Clínico
Z83,21,XXI. Contatos com serviços de saúde,Clínico
Z84,21,XXI. Contatos com serviços de saúde,Clínico
Z85,21,XXI. Contatos com serviços de saúde,Clínico
Z86,21,XXI. Contatos com serviços de saúde,Clínico
Z87,21,XXI. Contatos com serviços de saúde,Clínico
Z88,21,XXI. Contatos com serviços de saúde,Clínico
Z89,21,XXI. Contatos com serviços de saúde,Clínico
Z90,21,XXI. Contatos com serviços de saúde,Clínico
Z91,21,XXI. Contatos com serviços de saúde,Clínico
Z92,21,XXI. Contatos com serviços de saúde,Clínico
Z93,21,XXI. Contatos com serviços de saúde,Clínico
Z94,21,XXI. Contatos com serviços de saúde,Clínico
Z95,21,XXI. Contatos com serviços de saúde,Clínico
Z96,21,XXI. Contatos com serviços de saúde,Clínico
Z97,21,XXI. Contatos com serviços de saúde,Clínico
Z98,21,XXI. Contatos com serviços de saúde,Clínico
Z99,21,XXI. Contatos com serviços de saúde,Clínico
